Agence de rattachement,Sexe ,Age,Situation Matrimoniale,Occupation/profession,Nombres de mois de cotisation,Nombres de plans cotisés,Nombre de plans cotisés à terme,Montant de l'épargne cotisé,Nombre de transactions enregistrées,Nombre de crédits demandés,Montant de crédits demandés,Secteur d'activité économique du crédit demandé,Sous Secteur d'activité économique du crédit demandé,Nombres de crédit octroyés,Cotisation au RPC,Cautionnement signé,Revenus du Garant
A270, F ,54.0, Marié ,Commerce,39,39,19,3027000,513,2,1600000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A267, F ,30.0, Marié ,Commerce,37,39,15,1908000,223,3,1500000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A234, M ,55.0, Marié ,Commerce,39,39,38,934500,587,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A301, F ,40.0, Marié ,Commerce,39,42,37,1225000,658,2,340000.0, COMMERCE , Formel ,1,0.0, Non ,100000.0
A297, F ,48.0, Marié ,Commerce,35,35,33,1617500,559,1,400000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,150000.0
A270, M ,48.0, Marié ,Commerce,39,40,40,5811000,293,2,1900000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A270, M ,43.0, Marié ,Restauration,38,43,9,3978000,193,4,4000000.0, COMMERCE , Informel ,1,1.0, Non ,110000.0
A260, F ,24.0, Marié ,Commerce,13,13,3,205000,67,1,136000.0, COMMERCE , Formel ,1,1.0, Non ,110000.0
A300, M ,32.0, Célibataire ,Commerce,37,38,21,2422000,54,2,1500000.0, COMMERCE , Informel ,2,1.0, Non ,110000.0
A247, M ,27.0, Marié ,Commerce,29,32,19,808000,74,3,472000.0, COMMERCE , Formel ,0,1.0, Non ,150000.0
A313, M ,27.0, Marié ,Transport,35,35,5,578000,138,2,300000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A320, F ,37.0, Marié ,Administration,40,44,18,1800200,633,2,700000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A300, M ,32.0, Célibataire ,Commerce,31,32,20,2681000,185,1,1000000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A260, M ,32.0, Marié ,Commerce,40,40,34,5289000,694,7,4410000.0, COMMERCE , Formel ,6,1.0, Non ,150000.0
A318, M ,24.0, Marié ,Commerce,40,42,39,1077500,624,4,950000.0, COMMERCE , Informel ,2,1.0, Non ,65000.0
A257, M ,30.0, Marié ,Administration,29,34,24,915500,157,2,560000.0, COMMERCE , Informel ,1,1.0, Non ,65000.0
A300, M ,32.0, Célibataire ,Commerce,11,13,8,307000,19,1,136000.0, COMMERCE , Informel ,0,1.0, Non ,65000.0
A314, M ,36.0, Marié ,Téléphonie_mobile,35,35,9,318000,166,3,390000.0, COMMERCE , Formel ,2,1.0, Non ,65000.0
A280, F ,32.0, Marié ,Commerce,31,31,9,1389500,181,2,1000000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,150000.0
A313, F ,58.0, Célibataire ,Commerce,39,39,18,213400,430,1,80000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A320, F ,43.0, Marié ,Commerce,40,40,35,608000,648,2,200000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A315, M ,31.0, Marié ,Commerce,35,40,15,3060500,449,3,2300000.0, COMMERCE , Formel ,3,1.0, Non ,100000.0
A353, M ,29.0, Marié ,Commerce,30,40,36,2279500,609,3,1500000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A320, F ,31.0, Marié ,Commerce,37,38,19,470400,446,3,300000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A313, F ,31.0, Marié ,Commerce,40,40,12,596200,405,4,560017.6, COMMERCE , Formel ,2,1.0, Non ,100000.0
A313, M ,29.0, Marié ,Commerce,36,38,12,790000,170,2,600000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A251, M ,37.0, Marié ,Commerce,39,39,16,429800,197,1,100000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A313, F ,31.0, Célibataire ,Commerce,22,24,8,519500,79,2,1000000.0, COMMERCE , Formel ,1,1.0, Non ,100000.0
A238, F ,27.0, Marié ,Commerce,25,30,17,536800,79,2,500000.0, COMMERCE , Informel ,2,0.0, Oui ,100000.0
A260, F ,40.0, Marié ,Commerce,24,28,26,2133000,337,1,1000000.0, COMMERCE , Formel ,1,1.0, Non ,100000.0
A251, F ,31.0, Célibataire ,Commerce,39,43,39,1229000,58,1,261000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A251, F ,29.0, Marié ,Commerce,16,22,16,236700,71,1,130000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A260, M ,30.0, Marié ,Commerce,28,30,28,672000,106,1,25000.0, COMMERCE , Informel ,0,1.0, Non ,100000.0
A241, F ,35.0, Marié ,Commerce,24,26,20,364000,225,2,136000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A300, F ,36.0, Marié ,Commerce,39,40,14,2036000,454,2,1000000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A313, M ,36.0, Marié ,Commerce,33,35,18,476000,211,1,120000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A313, M ,32.0, Marié ,Commerce,37,40,38,693600,310,2,320000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A320, M ,29.0, Marié ,Commerce,40,45,41,1860000,655,3,900000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A280, M ,41.0, Marié ,Commerce,40,40,8,2992000,491,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A247, M ,44.0, Marié ,Commerce,28,28,12,711000,250,1,400000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A310, F ,45.0, Marié ,Commerce,38,39,29,3657000,632,2,1600000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,100000.0
A320, F ,47.0, Marié ,Commerce,37,45,17,2787500,147,3,1550000.0, COMMERCE , Formel ,3,1.0, Non ,100000.0
A310, M ,50.0, Marié ,Commerce,40,51,49,3019000,555,2,1200000.0, COMMERCE , Formel ,2,0.9219478098788444, Oui ,300000.0
A310, M ,34.0, Marié ,Commerce,39,42,29,6213000,82,2,1950000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,300000.0
A310, M ,46.0, Marié ,Commerce,40,48,46,3730000,277,1,500000.0, COMMERCE , Formel ,1,0.9219478098788444, Oui ,300000.0
A251, F ,35.0, Marié ,Commerce,33,33,12,343000,228,1,200000.0, COMMERCE , Informel ,1,0.0, Non ,300000.0
A320, F ,40.0, Marié ,Commerce,34,34,18,424000,275,3,350000.0, COMMERCE , Informel ,3,1.0, Non ,300000.0
A310, M ,36.0, Marié ,Artisan,37,39,7,1689100,165,2,1500000.0, COMMERCE , Informel ,2,0.9219478098788444, Oui ,50000.0
A310, M ,59.0, Marié ,Commerce,30,31,28,2703000,476,1,500000.0, COMMERCE , Formel ,1,0.9219478098788444, Oui ,100000.0
A320, F ,42.0, Marié ,Commerce,38,41,30,2109100,554,2,1250000.0, COMMERCE , Formel ,2,1.0, Oui ,200000.0
A260, F ,34.0, Marié ,Commerce,34,41,24,1385500,308,3,909000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A308, F ,43.0, Marié ,Commerce,40,41,40,2490000,502,2,1000000.0, COMMERCE , Formel ,0,1.0, Non ,200000.0
A304, F ,35.0, Marié ,Commerce,40,40,37,3445000,679,3,1500000.0, COMMERCE , Formel ,2,1.0, Oui ,60000.0
A310, M ,36.0, Marié ,Commerce,19,25,23,2875500,442,2,2000000.0, COMMERCE , Formel ,1,0.9219478098788444, Oui ,800000.0
A310, M ,36.0, Marié ,Commerce,30,30,19,2355000,545,2,1650000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,200000.0
A320, M ,33.0, Marié ,Commerce,38,50,19,3429500,596,2,2000000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A300, M ,55.0, Marié ,Commerce,39,64,21,2178000,781,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A260, F ,55.0, Marié ,Commerce,39,40,37,2388200,47,4,1772000.0, COMMERCE , Formel ,4,1.0, Non ,0.0
A315, M ,46.0, Marié ,Couture,39,40,28,728500,474,2,400000.0, COMMERCE , Formel ,2,1.0, Non ,0.0
A297, F ,38.0, Marié ,Commerce,38,48,40,865200,490,2,450000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,100000.0
A320, M ,38.0, Marié ,Commerce,39,40,30,2342000,637,3,1250000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A257, M ,28.0, Marié ,Commerce,35,42,36,2575500,64,2,1570000.0, COMMERCE , Formel ,2,0.9219478098788444, Non ,100000.0
A310, M ,30.0, Célibataire ,Commerce,30,34,28,1444400,115,3,1200000.0, COMMERCE , Formel ,3,0.9219478098788444, Non ,100000.0
A320, F ,35.0, Marié ,Commerce,40,41,28,1077000,679,4,950000.0, COMMERCE , Formel ,4,1.0, Non ,100000.0
A315, F ,30.0, Inconnue ,Commerce,41,41,25,1049500,516,2,580000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A260, M ,35.0, Marié ,Artisan,17,17,2,533500,81,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A320, M ,33.0, Marié ,Restauration,41,56,22,1789300,403,2,700000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A320, M ,36.0, Marié ,Restauration,41,81,20,3762000,783,1,600000.0, COMMERCE , Informel ,1,1.0, Oui ,250000.0
A320, F ,28.0, Marié ,Beauté,39,45,26,1068000,485,2,500000.0, COMMERCE , Formel ,2,1.0, Non ,250000.0
A310, M ,34.0, Marié ,Commerce,21,21,17,541500,109,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,84000.0
A314, F ,53.0, Marié ,Commerce,38,38,29,600000,202,1,200000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A260, F ,44.0, Marié ,Commerce,37,41,24,1104000,146,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,150000.0
A320, F ,32.0, Marié ,Commerce,33,34,30,852500,446,2,500000.0, COMMERCE , Formel ,2,1.0, Oui ,90000.0
A313, F ,37.0, Marié ,Commerce,41,44,12,556900,448,3,500000.0, COMMERCE , Formel ,2,1.0, Non ,90000.0
A320, F ,33.0, Marié ,Commerce,41,41,24,851800,483,3,600000.0, COMMERCE , Informel ,3,1.0, Non ,90000.0
A238, F ,52.0, Marié ,Commerce,35,35,23,1115500,365,3,900000.0, COMMERCE , Informel ,3,1.0, Non ,90000.0
A310, F ,42.0, Marié ,Commerce,30,31,27,739500,336,1,300000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,120000.0
A260, M ,34.0, Célibataire ,Commerce,40,52,45,1782600,378,2,550000.0, COMMERCE , Informel ,2,1.0, Oui ,50000.0
A320, F ,38.0, Marié ,Commerce,41,41,33,1255000,621,3,800000.0, COMMERCE , Informel ,3,1.0, Non ,50000.0
A251, M ,25.0, Marié ,Commerce,31,36,22,888500,230,1,480000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A315, F ,28.0, Célibataire ,Commerce,39,57,47,4229200,927,2,700000.0, COMMERCE , Formel ,1,1.0, Oui ,50000.0
A311, M ,42.0, Marié ,Tech_reparation,17,21,17,736500,200,1,400000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,80000.0
A311, F ,47.0, Veuf ,Commerce,40,42,8,2052000,611,1,300000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,50000.0
A310, M ,34.0, Marié ,Commerce,30,30,26,3125000,459,2,1800000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,50000.0
A298, F ,31.0, Marié ,Commerce,32,33,15,1656500,201,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A247, F ,49.0, Marié ,Commerce,31,32,7,504000,280,2,350000.0, COMMERCE , Formel ,0,1.0, Non ,200000.0
A310, F ,29.0, Marié ,Commerce,41,44,37,5599000,166,2,2000000.0, COMMERCE , Formel ,2,1.0, Non ,200000.0
A234, F ,41.0, Célibataire ,Commerce,30,30,26,433500,268,1,150000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,550000.0
A241, F ,50.0, Célibataire ,Commerce,40,46,33,1078600,592,2,300000.0, COMMERCE , Informel ,2,1.0, Oui ,60000.0
A308, F ,42.0, Marié ,Commerce,17,17,13,225000,223,2,250000.0, COMMERCE , Formel ,0,1.0, Oui ,60000.0
A314, M ,26.0, Célibataire ,Restauration,24,25,8,256000,181,3,390000.0, COMMERCE , Formel ,2,1.0, Non ,60000.0
A298, M ,40.0, Marié ,Commerce,39,39,34,2535000,607,1,136000.0, COMMERCE , Informel ,0,0.0, Oui ,60000.0
A298, F ,51.0, Marié ,Commerce,37,42,40,557900,493,2,126000.0, COMMERCE , Informel ,0,1.0, Oui ,45000.0
A297, M ,31.0, Marié ,Commerce,27,27,23,3175000,404,2,1400000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,100000.0
A305, F ,26.0, Marié ,Commerce,35,39,33,1230000,138,3,818000.0, COMMERCE , Informel ,2,0.0, Non ,100000.0
A315, F ,41.0, Marié ,Commerce,22,22,15,307000,211,2,300000.0, COMMERCE , Formel ,0,1.0, Oui ,50000.0
A315, M ,29.0, Marié ,Couture,41,42,13,658000,557,1,200000.0, COMMERCE , Formel ,1,1.0, Oui ,30000.0
A311, M ,27.0, Marié ,Commerce,39,39,35,4774500,665,3,2400000.0, COMMERCE , Informel ,3,0.9219478098788444, Non ,30000.0
A280, F ,40.0, Marié ,Commerce,41,42,36,3286000,417,4,2500000.0, COMMERCE , Formel ,1,1.0, Non ,30000.0
A238, M ,47.0, Marié ,Commerce,37,40,34,1944300,58,4,1500000.0, COMMERCE , Informel ,4,0.0, Non ,30000.0
A260, M ,25.0, Marié ,Commerce,24,42,33,2104500,291,2,1500000.0, COMMERCE , Informel ,1,1.0, Non ,30000.0
A315, M ,52.0, Marié ,Tech_reparation,41,41,26,2128000,695,2,950000.0, COMMERCE , Formel ,2,1.0, Non ,30000.0
A310, F ,33.0, Marié ,Commerce,37,43,24,931900,421,3,650000.0, COMMERCE , Formel ,2,1.0, Non ,30000.0
A238, F ,36.0, Marié ,Commerce,23,61,48,432200,131,2,250000.0, COMMERCE , Informel ,0,0.0, Non ,30000.0
A238, F ,62.0, Veuf ,Commerce,34,34,32,1711000,460,2,700000.0, COMMERCE , Informel ,2,0.0, Non ,30000.0
A320, F ,42.0, Marié ,Commerce,41,42,24,1091000,623,3,750000.0, COMMERCE , Informel ,3,1.0, Non ,30000.0
A353, M ,42.0, Marié ,Commerce,41,42,14,947500,320,1,220000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,0.0
A260, F ,28.0, Marié ,Commerce,23,23,4,211500,83,1,100000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A297, M ,34.0, Inconnue ,Commerce,13,14,6,179500,119,1,130000.0, COMMERCE , Formel ,0,1.0, Oui ,23000.0
A251, M ,56.0, Marié ,Commerce,41,43,37,991000,380,2,500000.0, COMMERCE , Informel ,2,1.0, Non ,110000.0
A251, M ,26.0, Marié ,Commerce,12,13,11,330000,51,1,261000.0, COMMERCE , Informel ,1,1.0, Non ,110000.0
A295, M ,27.0, Marié ,Commerce,40,41,28,1905000,286,2,700000.0, COMMERCE , Informel ,1,1.0, Non ,110000.0
A310, F ,41.0, Marié ,Commerce,19,24,13,439000,123,2,750000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,110000.0
A305, F ,55.0, Marié ,Commerce,34,35,34,1051000,581,3,680000.0, COMMERCE , Informel ,1,0.0, Non ,110000.0
A298, F ,38.0, Marié ,Commerce,30,30,13,430900,409,1,63000.0, COMMERCE , Informel ,0,1.0, Non ,110000.0
A238, F ,42.0, Marié ,Commerce,38,38,17,857000,444,4,950000.0, COMMERCE , Informel ,2,1.0, Non ,110000.0
A251, F ,28.0, Marié ,Commerce,37,40,30,355600,316,1,65000.0, COMMERCE , Informel ,0,1.0, Non ,110000.0
A353, M ,42.0, Marié ,Commerce,39,42,29,2988000,616,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,110000.0
A238, F ,44.0, Célibataire ,Commerce,37,37,37,1130600,405,3,600000.0, COMMERCE , Informel ,3,1.0, Non ,110000.0
A310, F ,34.0, Marié ,Commerce,39,44,16,1529500,578,2,1000000.0, COMMERCE , Formel ,2,0.9219478098788444, Non ,90000.0
A320, F ,50.0, Marié ,Commerce,39,40,36,344700,218,2,160000.0, COMMERCE , Informel ,2,1.0, Non ,90000.0
A320, F ,48.0, Marié ,Commerce,41,41,23,2203000,524,3,1300000.0, COMMERCE , Informel ,3,1.0, Non ,90000.0
A313, F ,39.0, Marié ,Commerce,37,53,30,1038300,648,2,320000.0, COMMERCE , Formel ,1,1.0, Non ,90000.0
A313, F ,55.0, Marié ,Commerce,37,39,2,627200,210,3,900000.0, COMMERCE , Informel ,2,1.0, Non ,90000.0
A313, F ,48.0, Marié ,Commerce,41,48,35,733900,601,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A315, F ,59.0, Marié ,Commerce,34,36,32,1385000,458,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,0.0
A317, F ,26.0, Marié ,Commerce,26,29,11,291300,140,1,120000.0, COMMERCE , Formel ,0,1.0, Oui ,60000.0
A238, M ,38.0, Marié ,Commerce,41,75,53,2458100,596,2,985000.0, COMMERCE , Informel ,2,1.0, Oui ,500000.0
A257, F ,42.0, Marié ,Commerce,10,10,7,135400,122,1,130000.0, COMMERCE , Informel ,1,0.0, Oui ,45000.0
A257, F ,41.0, Marié ,Commerce,33,42,33,2818000,480,1,789000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A301, F ,50.0, Marié ,Commerce,41,47,41,4494000,594,3,1700000.0, COMMERCE , Formel ,1,0.9219478098788444, Non ,200000.0
A251, M ,43.0, Marié ,Commerce,41,49,47,2850800,682,4,2962000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A241, F ,29.0, Marié ,Commerce,40,42,32,608000,252,2,136000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A298, M ,33.0, Marié ,Commerce,39,39,35,2177000,682,3,1000000.0, COMMERCE , Formel ,0,1.0, Non ,200000.0
A319, M ,48.0, Marié ,Artisan,22,22,10,675500,278,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,30000.0
A320, F ,35.0, Marié ,Commerce,17,17,7,368000,159,1,250000.0, COMMERCE , Formel ,1,1.0, Oui ,105000.0
A230, F ,42.0, Marié ,Restauration,41,44,33,862500,222,4,380000.0, COMMERCE , Informel ,4,1.0, Non ,105000.0
A238, M ,28.0, Marié ,Commerce,35,36,27,2014000,418,2,1000000.0, COMMERCE , Informel ,2,0.0, Non ,105000.0
A303, M ,45.0, Marié ,Commerce,40,66,63,2436000,669,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,40000.0
A241, F ,36.0, Marié ,Commerce,38,67,59,890000,329,3,258000.0, COMMERCE , Informel ,2,1.0, Non ,40000.0
A320, F ,55.0, Marié ,Commerce,41,42,39,665000,543,3,350000.0, COMMERCE , Informel ,3,1.0, Non ,40000.0
A313, M ,27.0, Célibataire ,Commerce,23,25,7,502000,201,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,180000.0
A317, M ,24.0, Marié ,Commerce,19,19,10,406500,180,1,280000.0, COMMERCE , Formel ,0,1.0, Oui ,70000.0
A234, F ,43.0, Marié ,Commerce,38,38,25,660800,634,3,240000.0, COMMERCE , Informel ,3,1.0, Non ,70000.0
A241, M ,40.0, Marié ,Commerce,18,21,15,3450000,277,1,450000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,180000.0
A234, M ,39.0, Célibataire ,Commerce,34,39,30,523000,311,1,100000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,0.0
A238, M ,55.0, Inconnue ,Commerce,41,43,16,936000,546,2,550000.0, COMMERCE , Informel ,1,0.0, Non ,0.0
A230, F ,40.0, Marié ,Commerce,39,43,31,502300,572,1,100000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A260, F ,38.0, Célibataire ,Commerce,31,34,32,3828000,36,3,3000000.0, COMMERCE , Formel ,3,1.0, Non ,100000.0
A238, F ,47.0, Divorcé ,Commerce,40,48,28,1507000,554,2,700000.0, COMMERCE , Formel ,1,1.0, Oui ,70000.0
A241, M ,48.0, Marié ,Commerce,37,39,39,3565000,40,5,2000000.0, COMMERCE , Informel ,5,1.0, Non ,70000.0
A315, F ,59.0, Marié ,Commerce,40,40,10,806000,161,3,900000.0, COMMERCE , Formel ,3,1.0, Non ,70000.0
A315, F ,51.0, Marié ,Commerce,41,42,18,2036000,442,3,1600000.0, COMMERCE , Formel ,3,1.0, Non ,70000.0
A260, F ,51.0, Marié ,Commerce,36,39,36,1861700,93,4,1196000.0, COMMERCE , Informel ,4,1.0, Non ,70000.0
A260, F ,37.0, Marié ,Commerce,25,30,28,694800,136,1,250000.0, COMMERCE , Informel ,1,1.0, Non ,70000.0
A260, M ,33.0, Marié ,Commerce,38,38,29,2083500,122,3,910000.0, COMMERCE , Formel ,3,1.0, Non ,70000.0
A238, M ,29.0, Célibataire ,Commerce,35,38,34,3042300,36,4,3300000.0, COMMERCE , Informel ,4,0.0, Non ,70000.0
A305, F ,38.0, Marié ,Commerce,42,43,37,1272000,396,3,816000.0, COMMERCE , Informel ,2,0.0, Non ,70000.0
A234, M ,31.0, Marié ,Commerce,38,39,22,1222000,555,5,1390000.0, COMMERCE , Informel ,5,1.0, Non ,70000.0
A234, F ,53.0, Marié ,Commerce,42,47,41,5484000,578,3,1500000.0, COMMERCE , Informel ,2,1.0, Oui ,200000.0
A234, M ,35.0, Marié ,Commerce,42,42,32,1175000,482,4,1000000.0, COMMERCE , Formel ,4,1.0, Non ,200000.0
A234, M ,40.0, Marié ,Artisan,42,42,32,1615500,666,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,90000.0
A234, M ,38.0, Marié ,Tech_reparation,41,42,39,1601000,614,2,900000.0, COMMERCE , Formel ,2,1.0, Oui ,120000.0
A234, M ,27.0, Marié ,Commerce,42,42,37,4436000,800,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,250000.0
A234, M ,36.0, Marié ,Téléphonie_mobile,37,41,37,1133000,382,2,1000000.0, COMMERCE , Formel ,2,1.0, Oui ,70000.0
A234, M ,33.0, Marié ,Restauration,36,38,34,2209000,226,3,1570000.0, COMMERCE , Formel ,3,1.0, Non ,210000.0
A234, M ,30.0, Marié ,Commerce,42,64,55,3746000,1117,3,2500000.0, COMMERCE , Informel ,3,1.0, Non ,210000.0
A234, F ,43.0, Marié ,Commerce,42,43,42,1390000,787,1,300000.0, COMMERCE , Formel ,1,1.0, Oui ,70000.0
A234, M ,35.0, Marié ,Commerce,42,42,23,1753000,677,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,250000.0
A314, M ,28.0, Marié ,Restauration,34,41,14,662500,136,1,150000.0, COMMERCE , Formel ,1,1.0, Oui ,150000.0
A251, F ,35.0, Marié ,Commerce,42,42,29,3521800,540,3,1145000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A241, M ,53.0, Marié ,Commerce,39,40,21,2467000,266,2,800000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A241, F ,59.0, Inconnue ,Commerce,42,43,42,2598000,466,3,810000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A301, M ,26.0, Marié ,Tech_reparation,40,44,28,1445500,206,4,1240000.0, COMMERCE , Formel ,1,1.0, Non ,150000.0
A260, M ,28.0, Marié ,Commerce,42,42,40,6375000,359,4,4000000.0, COMMERCE , Informel ,4,1.0, Non ,150000.0
A251, F ,42.0, Marié ,Commerce,42,45,42,2649000,620,3,1850000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A310, M ,39.0, Marié ,Tech_reparation,40,42,26,1785000,281,3,1600000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,150000.0
A298, F ,36.0, Marié ,Commerce,34,48,38,1751500,702,1,250000.0, COMMERCE , Informel ,0,1.0, Non ,0.0
A313, F ,41.0, Marié ,Commerce,42,43,42,1225000,189,4,1050000.0, COMMERCE , Formel ,2,1.0, Non ,0.0
A251, F ,26.0, Marié ,Commerce,33,35,20,387500,340,1,130000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A297, M ,47.0, Marié ,Commerce,21,26,14,322500,151,1,100000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,70000.0
A241, M ,36.0, Marié ,Commerce,41,43,39,1846500,277,7,1400000.0, COMMERCE , Informel ,5,1.0, Non ,70000.0
A291, F ,57.0, Marié ,Commerce,42,42,37,2446000,260,6,1636000.0, COMMERCE , Informel ,4,1.0, Non ,70000.0
A230, F ,37.0, Marié ,Commerce,34,47,38,4644000,171,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A298, F ,38.0, Marié ,Commerce,37,37,29,899000,492,1,136000.0, COMMERCE , Informel ,0,1.0, Oui ,850000.0
A238, F ,54.0, Marié ,Commerce,42,42,34,2186000,609,2,850000.0, COMMERCE , Informel ,2,0.0, Non ,850000.0
A251, M ,50.0, Marié ,Commerce,25,26,18,1475000,75,2,1285000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,850000.0
A251, F ,43.0, Marié ,Restauration,30,33,28,2499500,249,2,1308000.0, COMMERCE , Informel ,2,1.0, Non ,850000.0
A251, F ,33.0, Marié ,Commerce,37,38,25,6525900,105,2,2000000.0, COMMERCE , Informel ,2,1.0, Non ,850000.0
A314, F ,49.0, Marié ,Commerce,38,41,14,425500,146,3,360000.0, COMMERCE , Informel ,2,1.0, Non ,850000.0
A257, F ,40.0, Marié ,Commerce,38,40,36,2178500,208,1,260000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,300000.0
A260, F ,60.0, Marié ,Commerce,34,69,69,4588000,212,3,1700000.0, COMMERCE , Informel ,3,1.0, Non ,300000.0
A298, F ,62.0, Marié ,Commerce,41,42,30,3069000,621,4,1600000.0, COMMERCE , Informel ,0,0.0, Non ,300000.0
A298, F ,45.0, Marié ,Commerce,32,32,25,2791500,439,2,800000.0, COMMERCE , Informel ,0,1.0, Non ,300000.0
A298, M ,30.0, Marié ,Restauration,36,36,13,3545000,159,2,1600000.0, COMMERCE , Informel ,0,1.0, Non ,300000.0
A320, F ,26.0, Marié ,Commerce,32,32,15,1454000,551,2,850000.0, COMMERCE , Informel ,2,1.0, Oui ,130000.0
A313, M ,36.0, Marié ,Couture,27,29,18,661500,88,2,550000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A251, F ,46.0, Marié ,Commerce,41,41,21,701100,346,2,266000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A304, M ,29.0, Célibataire ,Commerce,42,45,41,3823000,264,2,1900000.0, COMMERCE , Formel ,1,1.0, Oui ,0.0
A251, M ,29.0, Marié ,Commerce,21,22,20,1475000,280,2,1085000.0, COMMERCE , Formel ,2,1.0, Non ,0.0
A315, F ,46.0, Marié ,Administration,40,42,14,1317500,194,3,1300000.0, COMMERCE , Formel ,3,1.0, Non ,0.0
A313, F ,43.0, Marié ,Commerce,40,40,20,671300,356,2,500000.0, COMMERCE , Formel ,1,1.0, Non ,150000.0
A251, F ,47.0, Marié ,Commerce,39,39,8,693000,543,3,394000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A241, M ,48.0, Marié ,Commerce,42,84,66,4146000,1428,3,1800000.0, COMMERCE , Formel ,3,1.0, Non ,90000.0
