Agence de rattachement,Sexe ,Age,Situation Matrimoniale,Occupation/profession,Nombres de mois de cotisation,Nombres de plans cotisés,Nombre de plans cotisés à terme,Montant de l'épargne cotisé,Nombre de transactions enregistrées,Nombre de crédits demandés,Montant de crédits demandés,Secteur d'activité économique du crédit demandé,Sous Secteur d'activité économique du crédit demandé,Nombres de crédit octroyés,Cotisation au RPC,Cautionnement signé,Revenus du Garant
A320, M ,28.0, Marié ,Commerce,6,6,1,111000,78,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,85000.0
A340, M ,41.0, Célibataire ,Commerce,6,7,5,313000,76,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,350000.0
A305, F ,44.0, Marié ,Commerce,6,6,5,358000,74,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A344, F ,45.0, Marié ,Commerce,6,6,4,483000,94,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A320, F ,54.0, Marié ,Commerce,5,6,4,144000,25,1,250000.0, COMMERCE , Formel ,1,1.0, Oui ,60000.0
A320, F ,36.0, Marié ,Commerce,4,4,4,248000,27,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,85000.0
A241, F ,29.0, Marié ,Commerce,6,6,6,127300,102,1,68000.0, COMMERCE , Informel ,0,1.0, Oui ,35000.0
A301, M ,28.0, Marié ,Commerce,6,9,9,192600,87,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A244, M ,28.0, Marié ,Commerce,6,6,5,94200,57,1,82000.0, COMMERCE , Formel ,1,0.9219478098788444, Oui ,45000.0
A244, M ,38.0, Marié ,Commerce,6,6,4,154000,45,1,200000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A238, M ,23.0, Célibataire ,Commerce,6,6,5,329000,68,1,100000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A313, M ,21.0, Célibataire ,Tech_reparation,6,7,5,243100,107,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A321, F ,63.0, Célibataire ,Commerce,6,6,6,182000,95,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,69000.0
A318, F ,50.0, Marié ,Couture,6,6,6,269000,64,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A260, M ,43.0, Marié ,Artisan,6,6,6,515000,74,1,785000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A310, M ,53.0, Marié ,Commerce,6,6,6,177000,113,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A238, F ,41.0, Marié ,Commerce,6,6,3,100500,47,1,150000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A346, F ,30.0, Marié ,Commerce,6,7,6,298000,58,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A321, M ,22.0, Célibataire ,Commerce,7,7,6,836000,56,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,172000.0
A335, M ,29.0, Célibataire ,Commerce,5,5,5,201500,18,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,45000.0
A321, F ,29.0, Célibataire ,Commerce,7,7,6,95000,11,1,150000.0, COMMERCE , Informel ,1,1.0, Oui ,78000.0
A340, M ,27.0, Marié ,Commerce,7,10,10,618000,20,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,400000.0
A338, F ,23.0, Marié ,Commerce,6,6,3,306000,8,1,400000.0, COMMERCE , Informel ,0,1.0, Oui ,243000.0
A332, M ,28.0, Célibataire ,Tech_reparation,7,7,6,935000,105,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A257, M ,23.0, Célibataire ,Commerce,5,9,8,478000,68,1,520000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A260, F ,35.0, Marié ,Commerce,7,8,6,436000,28,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A270, F ,41.0, Divorcé ,Commerce,7,9,5,292500,70,1,350000.0, COMMERCE , Informel ,0,1.0, Oui ,350000.0
A344, M ,33.0, Marié ,Commerce,7,8,6,237500,23,1,260000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A340, F ,35.0, Marié ,Commerce,7,7,6,104500,59,1,130000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,300000.0
A251, M ,34.0, Marié ,Commerce,5,6,3,275500,10,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,300000.0
A313, F ,24.0, Marié ,Commerce,7,7,3,318000,14,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,200000.0
A337, M ,37.0, Marié ,Commerce,7,7,0,315000,60,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,300000.0
A335, M ,57.0, Marié ,Commerce,4,4,2,94000,39,1,200000.0, COMMERCE , Formel ,0,1.0, Non ,300000.0
A241, M ,44.0, Marié ,Commerce,7,10,7,128000,58,1,68000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,100000.0
A241, M ,38.0, Marié ,Commerce,7,11,6,105500,57,1,68000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A344, M ,31.0, Marié ,Commerce,6,6,6,930000,10,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A315, F ,33.0, Inconnue ,Commerce,7,8,4,430000,90,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,80000.0
A315, F ,24.0, Inconnue ,Commerce,7,7,6,192000,78,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A310, M ,44.0, Marié ,Restauration,7,7,5,850000,74,1,1000000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A344, M ,30.0, Célibataire ,Commerce,7,8,4,172000,63,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A349, M ,25.0, Marié ,Tech_reparation,6,6,5,84500,67,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A311, F ,59.0, Veuf ,Commerce,7,7,5,98000,54,1,120000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,80000.0
A341, M ,50.0, Marié ,Commerce,7,7,4,809000,68,1,1000000.0, COMMERCE , Informel ,0,1.0, Oui ,300000.0
A260, F ,27.0, Marié ,Commerce,7,8,5,188500,54,1,200000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A270, F ,46.0, Inconnue ,Commerce,7,7,4,163000,81,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A319, M ,23.0, Marié ,Commerce,7,7,6,556000,69,1,450000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,100000.0
A319, M ,30.0, Marié ,Commerce,7,7,6,556000,68,1,450000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,100000.0
A344, M ,38.0, Marié ,Tech_reparation,6,8,3,710000,20,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A321, F ,28.0, Marié ,Commerce,7,14,14,477400,237,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,195000.0
A351, F ,46.0, Inconnue ,Commerce,7,7,7,213000,39,1,260000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A335, M ,43.0, Marié ,Commerce,7,7,3,334000,80,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A260, F ,41.0, Marié ,Commerce,7,7,3,360000,27,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A346, M ,29.0, Marié ,Administration,7,7,7,447000,68,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A351, F ,48.0, Inconnue ,Commerce,7,7,7,65100,62,1,100000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A315, F ,50.0, Inconnue ,Commerce,7,7,6,381000,104,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,70000.0
A314, M ,24.0, Célibataire ,Commerce,7,8,4,120000,96,1,150000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A260, M ,24.0, Célibataire ,Commerce,7,7,4,174000,25,1,200000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A238, M ,19.0, Célibataire ,Commerce,6,7,6,398500,33,1,400000.0, COMMERCE , Informel ,0,1.0, Non ,60000.0
A310, M ,50.0, Marié ,Restauration,7,10,3,491000,78,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,85000.0
A300, M ,30.0, Marié ,Commerce,7,8,7,387000,85,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A349, M ,26.0, Marié ,Commerce,7,7,7,108000,31,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,40000.0
A304, M ,21.0, Célibataire ,Administration,7,7,4,537000,24,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A319, F ,35.0, Marié ,Commerce,7,7,6,206000,75,1,250000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A319, M ,30.0, Marié ,Commerce,7,9,8,305000,79,1,250000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,50000.0
A319, F ,26.0, Célibataire ,Commerce,7,7,5,97000,68,1,125000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,50000.0
A234, M ,52.0, Marié ,Commerce,7,7,7,422000,119,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A351, F ,27.0, Marié ,Commerce,7,7,5,161500,81,1,225000.0, COMMERCE , Informel ,0,1.0, Oui ,65000.0
A320, F ,58.0, Marié ,Commerce,7,7,5,187000,107,1,300000.8, COMMERCE , Formel ,1,1.0, Oui ,85000.0
A313, M ,31.0, Marié ,Commerce,7,8,4,232000,84,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,90000.0
A297, M ,48.0, Inconnue ,Commerce,6,6,5,182500,34,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,350000.0
A321, M ,50.0, Marié ,Commerce,7,7,7,214000,103,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,78000.0
A301, F ,37.0, Célibataire ,Commerce,7,7,7,213000,112,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,70000.0
A301, F ,33.0, Marié ,Commerce,7,7,7,134500,97,1,100000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A297, M ,24.0, Inconnue ,Commerce,7,8,7,183400,42,1,130000.0, COMMERCE , Informel ,0,1.0, Oui ,350000.0
A270, F ,19.0, Célibataire ,Commerce,7,7,2,133000,99,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A310, M ,27.0, Marié ,Commerce,7,8,6,291000,110,1,350000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A234, M ,32.0, Marié ,Tech_reparation,7,8,4,96500,72,1,100000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A301, M ,46.0, Marié ,Administration,5,5,4,288000,81,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A340, F ,41.0, Marié ,Commerce,7,8,6,97500,56,1,130000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,300000.0
A325, M ,29.0, Célibataire ,Commerce,5,5,0,41000,39,1,100000.0, COMMERCE , Formel ,0,1.0, Oui ,60000.0
A304, F ,27.0, Marié ,Commerce,7,7,7,195500,112,1,288000.0, COMMERCE , Formel ,0,1.0, Oui ,200000.0
A310, M ,39.0, Marié ,Commerce,6,6,5,156000,12,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,80000.0
A305, F ,39.0, Marié ,Commerce,7,7,5,390000,122,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A317, M ,20.0, Marié ,Beauté,7,9,6,110500,104,1,150000.0, COMMERCE , Formel ,0,1.0, Non ,200000.0
A313, F ,28.0, Marié ,Commerce,7,7,7,211000,104,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A351, F ,48.0, Marié ,Commerce,6,6,5,173000,26,2,500000.0, COMMERCE , Informel ,2,1.0, Oui ,95000.0
A351, F ,28.0, Célibataire ,Commerce,6,6,6,93000,60,1,130000.0, COMMERCE , Formel ,0,1.0, Oui ,0.0
A247, M ,46.0, Marié ,Commerce,7,7,6,416000,68,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A257, M ,26.0, Célibataire ,Commerce,7,11,7,230000,118,1,150000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A310, M ,34.0, Marié ,Commerce,7,7,7,633000,111,1,750000.0, COMMERCE , Formel ,0,1.0, Oui ,194000.0
A335, F ,41.0, Marié ,Commerce,7,7,4,89500,52,1,100000.0, COMMERCE , Formel ,1,1.0, Oui ,70000.0
A313, M ,52.0, Marié ,Commerce,4,4,3,198000,41,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A303, M ,43.0, Marié ,Commerce,7,7,6,665000,81,1,800000.0, COMMERCE , Informel ,1,1.0, Oui ,400000.0
A314, M ,31.0, Marié ,Commerce,5,8,4,393000,9,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A314, M ,28.0, Célibataire ,Commerce,7,8,4,307000,108,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A324, M ,27.0, Célibataire ,Transport,5,5,1,380000,60,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A315, F ,41.0, Inconnue ,Commerce,6,6,6,175000,8,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A301, M ,41.0, Marié ,Commerce,7,7,7,318000,112,1,350000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A238, M ,39.0, Marié ,Commerce,7,18,10,1323000,127,1,800000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A234, F ,28.0, Marié ,Commerce,7,7,6,206000,77,1,200000.0, COMMERCE , Informel ,0,1.0, Oui ,300000.0
A260, M ,22.0, Marié ,Commerce,8,8,3,604000,63,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,105000.0
A260, M ,32.0, Marié ,Commerce,7,8,2,336000,8,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,105000.0
A315, M ,26.0, Inconnue ,Commerce,8,8,1,142000,50,1,200000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A344, F ,31.0, Marié ,Restauration,7,7,4,309500,24,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,250000.0
A260, M ,23.0, Marié ,Administration,8,10,4,318500,58,1,200000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A344, F ,21.0, Marié ,Commerce,7,7,6,192000,8,1,260000.0, COMMERCE , Informel ,1,1.0, Oui ,120000.0
A251, M ,29.0, Marié ,Commerce,8,10,3,359500,75,1,400000.0, COMMERCE , Informel ,1,1.0, Non ,120000.0
A349, F ,34.0, Marié ,Commerce,7,7,7,434000,60,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A238, M ,33.0, Marié ,Commerce,8,9,8,496000,13,1,450000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A297, F ,41.0, Inconnue ,Commerce,8,8,6,221500,106,1,260000.0, COMMERCE , Informel ,0,1.0, Oui ,230000.0
A260, M ,28.0, Marié ,Commerce,7,8,6,497500,8,1,1000000.0, COMMERCE , Formel ,1,1.0, Non ,230000.0
A348, F ,40.0, Marié ,Commerce,8,10,8,135500,99,1,120000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,200000.0
A305, F ,28.0, Marié ,Commerce,8,8,7,120000,39,1,136000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,60000.0
A321, M ,36.0, Marié ,Commerce,8,8,7,267500,125,1,260000.0, COMMERCE , Informel ,1,1.0, Oui ,120000.0
A301, F ,30.0, Marié ,Commerce,8,8,6,438000,102,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,180000.0
A344, F ,31.0, Marié ,Commerce,8,9,5,223000,87,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A329, M ,36.0, Marié ,Commerce,8,9,4,187000,60,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A297, M ,18.0, Inconnue ,Commerce,8,8,6,218500,101,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,300000.0
A300, M ,62.0, Marié ,Commerce,8,9,7,1178000,132,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,293000.0
A349, F ,47.0, Marié ,Beauté,8,9,6,139500,93,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A351, M ,35.0, Marié ,Restauration,8,9,8,221000,76,2,380000.0, COMMERCE , Informel ,0,1.0, Non ,80000.0
A313, M ,48.0, Marié ,Tech_reparation,8,8,0,88000,44,1,200000.0, COMMERCE , Formel ,0,1.0, Oui ,60000.0
A344, F ,32.0, Marié ,Commerce,8,9,6,134900,103,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A313, F ,43.0, Marié ,Commerce,8,9,5,197000,114,1,200000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A238, M ,49.0, Marié ,Restauration,8,8,7,1041000,118,1,495000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A260, M ,31.0, Marié ,Commerce,7,7,2,515000,8,1,1000000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A260, F ,36.0, Marié ,Commerce,8,9,5,107000,47,1,100000.0, COMMERCE , Informel ,1,1.0, Non ,230000.0
A317, F ,28.0, Marié ,Commerce,8,9,7,430000,69,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A348, F ,48.0, Marié ,Commerce,8,8,7,227000,59,1,250000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,90000.0
A344, F ,45.0, Marié ,Commerce,8,11,0,256500,123,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A305, F ,26.0, Marié ,Commerce,8,8,8,248000,13,1,272000.0, COMMERCE , Informel ,1,1.0, Oui ,120000.0
A260, M ,20.0, Marié ,Commerce,8,13,10,647000,74,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,120000.0
A351, F ,28.0, Célibataire ,Commerce,8,8,5,430000,49,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,500000.0
A351, F ,30.0, Célibataire ,Commerce,8,8,8,486000,43,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A350, F ,31.0, Marié ,Commerce,8,8,8,180000,120,1,300000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,150000.0
A351, F ,31.0, Marié ,Commerce,8,8,6,156000,107,1,130000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A313, M ,35.0, Marié ,Restauration,8,8,7,419000,66,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,450000.0
A313, F ,27.0, Marié ,Commerce,8,8,7,194500,26,2,450000.0, COMMERCE , Formel ,0,1.0, Oui ,250000.0
A260, M ,47.0, Marié ,Commerce,8,8,6,420000,41,1,500000.0, COMMERCE , Formel ,1,1.0, Non ,250000.0
A348, M ,47.0, Marié ,Commerce,8,8,7,444000,132,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,150000.0
A310, F ,34.0, Marié ,Commerce,8,12,11,258600,86,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A349, F ,44.0, Marié ,Commerce,7,7,6,187000,21,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,85000.0
A317, F ,28.0, Marié ,Beauté,8,10,4,190000,103,1,200000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A341, M ,42.0, Marié ,Commerce,8,8,7,360000,111,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A354, M ,29.0, Marié ,Commerce,8,8,8,490000,58,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,2000000.0
A313, M ,26.0, Marié ,Commerce,8,9,2,336000,113,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A313, F ,35.0, Célibataire ,Commerce,8,13,12,607500,156,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,300000.0
A317, M ,51.0, Marié ,Commerce,6,6,6,181000,8,1,280000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A317, M ,29.0, Marié ,Commerce,6,6,5,235500,13,1,400000.0, COMMERCE , Formel ,0,1.0, Non ,120000.0
A350, F ,33.0, Marié ,Commerce,8,8,6,228000,73,1,300000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,300000.0
A349, F ,48.0, Marié ,Commerce,8,8,6,112100,98,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A257, M ,35.0, Marié ,Artisan,8,9,7,111500,32,1,130000.0, COMMERCE , Informel ,0,1.0, Oui ,90000.0
A320, F ,27.0, Marié ,Commerce,8,8,3,91500,109,1,100000.0, COMMERCE , Formel ,1,1.0, Oui ,65000.0
A315, F ,35.0, Inconnue ,Commerce,8,9,7,296000,51,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A350, M ,35.0, Marié ,Artisan,8,8,5,471000,52,1,400000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,200000.0
A349, M ,27.0, Marié ,Commerce,7,8,3,785000,18,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A346, F ,39.0, Marié ,Commerce,8,10,6,426000,97,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A349, F ,47.0, Marié ,Commerce,8,8,8,484000,137,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A349, M ,43.0, Marié ,Restauration,7,8,7,435400,14,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,120000.0
A349, F ,23.0, Célibataire ,Commerce,8,10,6,430000,66,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A310, F ,21.0, Marié ,Commerce,5,5,3,97000,23,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,90000.0
A301, F ,30.0, Marié ,Commerce,8,9,8,418500,71,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,120000.0
A328, M ,38.0, Marié ,Restauration,6,7,4,209500,22,1,390000.0, COMMERCE , Informel ,0,1.0, Oui ,35000.0
A320, F ,24.0, Marié ,Commerce,8,8,8,208000,104,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A320, F ,26.0, Marié ,Commerce,6,6,6,197000,69,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,85000.0
A321, M ,28.0, Marié ,Commerce,8,8,8,290800,127,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,105000.0
A320, M ,19.0, Marié ,Commerce,8,10,8,860000,102,1,600000.0, COMMERCE , Formel ,1,1.0, Oui ,110000.0
A260, F ,31.0, Marié ,Commerce,5,5,4,183500,20,1,400000.0, COMMERCE , Informel ,1,1.0, Non ,110000.0
A260, M ,34.0, Célibataire ,Commerce,6,7,4,520000,15,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,110000.0
A304, F ,40.0, Célibataire ,Commerce,8,8,7,730000,111,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,300000.0
A241, F ,24.0, Célibataire ,Commerce,8,14,12,151800,46,1,68000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A353, F ,26.0, Marié ,Commerce,8,8,5,200000,33,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,50000.0
A257, F ,39.0, Célibataire ,Commerce,8,8,6,433500,120,1,400000.0, COMMERCE , Informel ,0,1.0, Oui ,70000.0
A260, F ,34.0, Marié ,Commerce,8,8,0,730000,86,1,1000000.0, COMMERCE , Informel ,1,1.0, Non ,70000.0
A260, M ,40.0, Marié ,Restauration,7,7,1,236000,15,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,70000.0
A244, M ,32.0, Marié ,Commerce,6,8,5,53700,54,2,95000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,50000.0
A328, F ,39.0, Marié ,Commerce,8,8,5,221000,113,1,250000.0, COMMERCE , Informel ,0,1.0, Oui ,90000.0
A344, M ,43.0, Marié ,Commerce,8,10,0,254200,141,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A335, M ,56.0, Veuf ,Commerce,5,5,4,71000,21,1,100000.0, COMMERCE , Informel ,0,1.0, Non ,60000.0
A349, M ,46.0, Marié ,Commerce,8,8,0,655000,117,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A349, F ,43.0, Marié ,Commerce,7,10,7,447000,22,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A354, M ,23.0, Marié ,Commerce,8,8,6,225000,105,1,260000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,50000.0
A307, F ,36.0, Célibataire ,Commerce,8,8,7,223000,94,1,136000.0, COMMERCE , Formel ,1,1.0, Oui ,50000.0
A260, M ,22.0, Marié ,Couture,6,6,6,248000,9,1,250000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A300, F ,38.0, Marié ,Commerce,8,10,8,508500,144,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A260, F ,53.0, Célibataire ,Commerce,8,8,6,228000,35,1,250000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A328, F ,33.0, Marié ,Commerce,8,9,5,108000,56,1,135000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A301, M ,33.0, Marié ,Tech_reparation,8,10,7,190000,102,1,100000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A260, M ,47.0, Marié ,Commerce,8,8,3,797500,94,1,1000000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A260, F ,33.0, Marié ,Commerce,8,9,8,1195200,115,2,2000000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A300, F ,31.0, Marié ,Commerce,7,7,7,217000,98,1,136000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A244, F ,31.0, Marié ,Commerce,5,6,5,124000,13,1,130000.0, COMMERCE , Informel ,0,1.0, Non ,100000.0
A244, M ,34.0, Marié ,Commerce,7,8,8,217000,21,1,250000.0, COMMERCE , Formel ,1,1.0, Oui ,5000.0
A257, F ,32.0, Marié ,Commerce,8,11,10,497500,95,1,390000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A291, F ,43.0, Marié ,Commerce,8,13,12,952500,211,1,410000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A353, F ,57.0, Marié ,Commerce,8,8,8,496000,89,2,1000000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A244, M ,27.0, Marié ,Restauration,4,4,4,238000,62,1,400000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,150000.0
A349, F ,44.0, Marié ,Commerce,8,8,2,155000,113,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A349, F ,29.0, Marié ,Commerce,8,8,6,168500,113,1,130000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A234, M ,20.0, Célibataire ,Artisan,8,10,6,465500,23,2,900000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A238, M ,30.0, Marié ,Restauration,8,8,5,190000,83,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,175000.0
A353, M ,43.0, Marié ,Commerce,8,9,7,492000,100,1,500000.0, COMMERCE , Formel ,1,1.0, Non ,175000.0
A297, F ,25.0, Inconnue ,Commerce,8,13,11,180000,125,1,150000.0, COMMERCE , Formel ,0,1.0, Oui ,230000.0
A300, M ,29.0, Marié ,Commerce,7,12,7,465000,75,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,70000.0
A251, M ,37.0, Marié ,Administration,3,3,3,93000,27,1,300000.0, COMMERCE , Informel ,0,1.0, Non ,70000.0
A234, M ,31.0, Marié ,Commerce,5,5,5,155000,89,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,30000.0
